usage_date,mac_id,team,resource_category,total_cost_inr,attribution_confidence,resource_count
2026-01-13 00:00:00,MAC-08,Operations,Networking,137.04,high,1
2026-01-13 00:00:00,MAC-08,Finance,Compute,263.01,high,1
2026-01-13 00:00:00,MAC-08,Operations,Compute,456.3,high,1
2026-01-14 00:00:00,MAC-01,DevOps,Networking,224.42,high,1
2026-01-14 00:00:00,MAC-01,Platform,Compute,1073.44,high,1
2026-01-14 00:00:00,MAC-01,Platform,Data Services,368.53,high,1
2026-01-14 00:00:00,MAC-01,DevOps,Compute,1381.79,high,1
2026-01-14 00:00:00,MAC-01,DevOps,Storage,263.46,high,1
2026-01-14 00:00:00,MAC-01,Platform,Networking,233.66,high,1
2026-01-14 00:00:00,MAC-01,Platform,Storage,258.31,high,1
2026-01-14 00:00:00,MAC-01,DevOps,Data Services,454.04,high,1
2026-01-14 00:00:00,MAC-02,Analytics,Storage,510.61,high,1
2026-01-14 00:00:00,MAC-02,DataEngineering,Compute,976.26,high,1
2026-01-14 00:00:00,MAC-02,DataEngineering,Networking,205.89,high,1
2026-01-14 00:00:00,MAC-02,DataEngineering,Data Services,1031.27,high,1
2026-01-14 00:00:00,MAC-02,Analytics,Networking,177.8,high,1
2026-01-14 00:00:00,MAC-02,Analytics,Data Services,893.8,high,1
2026-01-14 00:00:00,MAC-02,DataEngineering,Storage,696.11,high,1
2026-01-14 00:00:00,MAC-02,Analytics,Compute,982.88,high,1
2026-01-14 00:00:00,MAC-03,Frontend,Storage,133.85,high,1
2026-01-14 00:00:00,MAC-03,Product,Storage,191.11,high,1
2026-01-14 00:00:00,MAC-03,Product,Data Services,273.48,high,1
2026-01-14 00:00:00,MAC-03,Frontend,Networking,104.23,high,1
2026-01-14 00:00:00,MAC-03,Frontend,Data Services,207.61,high,1
2026-01-14 00:00:00,MAC-03,Product,Compute,567.35,high,1
2026-01-14 00:00:00,MAC-03,Product,Networking,110.7,high,1
2026-01-14 00:00:00,MAC-03,Frontend,Compute,491.35,high,1
2026-01-14 00:00:00,MAC-04,Backend,Storage,358.97,high,1
2026-01-14 00:00:00,MAC-04,QA,Data Services,258.79,high,1
2026-01-14 00:00:00,MAC-04,QA,Compute,454.03,high,1
2026-01-14 00:00:00,MAC-04,Backend,Networking,256.36,high,1
2026-01-14 00:00:00,MAC-04,Backend,Compute,956.89,high,1
2026-01-14 00:00:00,MAC-04,QA,Storage,189.04,high,1
2026-01-14 00:00:00,MAC-04,QA,Networking,89.81,high,1
2026-01-14 00:00:00,MAC-04,Backend,Data Services,481.77,high,1
2026-01-14 00:00:00,MAC-05,Security,Storage,225.18,high,1
2026-01-14 00:00:00,MAC-05,Security,Compute,675.54,high,1
2026-01-14 00:00:00,MAC-05,Security,Data Services,361.89,high,1
2026-01-14 00:00:00,MAC-05,Compliance,Networking,160.03,high,1
2026-01-14 00:00:00,MAC-05,Compliance,Compute,404.59,high,1
2026-01-14 00:00:00,MAC-05,Compliance,Data Services,287.7,high,1
2026-01-14 00:00:00,MAC-05,Security,Networking,308.58,high,1
2026-01-14 00:00:00,MAC-05,Compliance,Storage,195.23,high,1
2026-01-14 00:00:00,MAC-06,Infrastructure,Networking,316.1,high,1
2026-01-14 00:00:00,MAC-06,CloudOps,Storage,338.08,high,1
2026-01-14 00:00:00,MAC-06,CloudOps,Compute,1192.87,high,1
2026-01-14 00:00:00,MAC-06,Infrastructure,Data Services,406.58,high,1
2026-01-14 00:00:00,MAC-06,CloudOps,Networking,346.97,high,1
2026-01-14 00:00:00,MAC-06,CloudOps,Data Services,436.95,high,1
2026-01-14 00:00:00,MAC-06,Infrastructure,Storage,394.62,high,1
2026-01-14 00:00:00,MAC-06,Infrastructure,Compute,1482.81,high,1
2026-01-14 00:00:00,MAC-07,ML,Data Services,681.56,high,1
2026-01-14 00:00:00,MAC-07,ML,Storage,568.89,high,1
2026-01-14 00:00:00,MAC-07,Research,Data Services,622.53,high,1
2026-01-14 00:00:00,MAC-07,ML,Networking,196.88,high,1
2026-01-14 00:00:00,MAC-07,ML,Compute,1533.8,high,1
2026-01-14 00:00:00,MAC-07,Research,Compute,702.0,high,1
2026-01-14 00:00:00,MAC-07,Research,Networking,204.56,high,1
2026-01-14 00:00:00,MAC-07,Research,Storage,500.19,high,1
2026-01-14 00:00:00,MAC-08,Operations,Compute,464.17,high,1
2026-01-14 00:00:00,MAC-08,Operations,Networking,127.86,high,1
2026-01-14 00:00:00,MAC-08,Finance,Networking,109.92,high,1
2026-01-14 00:00:00,MAC-08,Finance,Compute,302.33,high,1
2026-01-14 00:00:00,MAC-08,Operations,Data Services,382.5,high,1
2026-01-14 00:00:00,MAC-08,Finance,Data Services,448.02,high,1
2026-01-14 00:00:00,MAC-08,Operations,Storage,304.94,high,1
2026-01-14 00:00:00,MAC-08,Finance,Storage,185.26,high,1
2026-01-15 00:00:00,MAC-01,DevOps,Data Services,421.8,high,1
2026-01-15 00:00:00,MAC-01,DevOps,Networking,229.57,high,1
2026-01-15 00:00:00,MAC-01,Platform,Compute,1107.31,high,1
2026-01-15 00:00:00,MAC-01,Platform,Storage,246.06,high,1
2026-01-15 00:00:00,MAC-01,Platform,Networking,252.82,high,1
2026-01-15 00:00:00,MAC-01,Platform,Data Services,353.39,high,1
2026-01-15 00:00:00,MAC-01,DevOps,Compute,1063.84,high,1
2026-01-15 00:00:00,MAC-01,DevOps,Storage,307.65,high,1
2026-01-15 00:00:00,MAC-02,Analytics,Data Services,767.57,high,1
2026-01-15 00:00:00,MAC-02,DataEngineering,Storage,526.35,high,1
2026-01-15 00:00:00,MAC-02,DataEngineering,Networking,206.09,high,1
2026-01-15 00:00:00,MAC-02,Analytics,Compute,777.05,high,1
2026-01-15 00:00:00,MAC-02,DataEngineering,Compute,925.04,high,1
2026-01-15 00:00:00,MAC-02,Analytics,Storage,497.56,high,1
2026-01-15 00:00:00,MAC-02,DataEngineering,Data Services,996.94,high,1
2026-01-15 00:00:00,MAC-02,Analytics,Networking,141.4,high,1
2026-01-15 00:00:00,MAC-03,Product,Data Services,350.16,high,1
2026-01-15 00:00:00,MAC-03,Product,Networking,131.5,high,1
2026-01-15 00:00:00,MAC-03,Frontend,Storage,169.83,high,1
2026-01-15 00:00:00,MAC-03,Frontend,Data Services,199.91,high,1
2026-01-15 00:00:00,MAC-03,Product,Compute,603.77,high,1
2026-01-15 00:00:00,MAC-03,Product,Storage,204.56,high,1
2026-01-15 00:00:00,MAC-03,Frontend,Networking,106.89,high,1
2026-01-15 00:00:00,MAC-03,Frontend,Compute,439.35,high,1
2026-01-15 00:00:00,MAC-04,QA,Compute,471.89,high,1
2026-01-15 00:00:00,MAC-04,QA,Networking,85.15,high,1
2026-01-15 00:00:00,MAC-04,QA,Storage,189.74,high,1
2026-01-15 00:00:00,MAC-04,QA,Data Services,224.09,high,1
2026-01-15 00:00:00,MAC-04,Backend,Compute,932.29,high,1
2026-01-15 00:00:00,MAC-04,Backend,Storage,367.86,high,1
2026-01-15 00:00:00,MAC-04,Backend,Networking,210.41,high,1
2026-01-15 00:00:00,MAC-04,Backend,Data Services,486.81,high,1
2026-01-15 00:00:00,MAC-05,Security,Compute,663.03,high,1
2026-01-15 00:00:00,MAC-05,Security,Storage,289.73,high,1
2026-01-15 00:00:00,MAC-05,Compliance,Compute,384.49,high,1
2026-01-15 00:00:00,MAC-05,Compliance,Networking,138.14,high,1
2026-01-15 00:00:00,MAC-05,Security,Data Services,324.69,high,1
2026-01-15 00:00:00,MAC-05,Compliance,Storage,213.57,high,1
2026-01-15 00:00:00,MAC-05,Compliance,Data Services,351.51,high,1
2026-01-15 00:00:00,MAC-05,Security,Networking,279.9,high,1
2026-01-15 00:00:00,MAC-06,Infrastructure,Storage,377.62,high,1
2026-01-15 00:00:00,MAC-06,Infrastructure,Networking,361.56,high,1
2026-01-15 00:00:00,MAC-06,CloudOps,Storage,439.12,high,1
2026-01-15 00:00:00,MAC-06,CloudOps,Networking,281.48,high,1
2026-01-15 00:00:00,MAC-06,CloudOps,Data Services,352.94,high,1
2026-01-15 00:00:00,MAC-06,CloudOps,Compute,1472.09,high,1
2026-01-15 00:00:00,MAC-06,Infrastructure,Compute,1440.17,high,1
2026-01-15 00:00:00,MAC-06,Infrastructure,Data Services,488.06,high,1
2026-01-15 00:00:00,MAC-07,Research,Storage,528.65,high,1
2026-01-15 00:00:00,MAC-07,ML,Networking,190.47,high,1
2026-01-15 00:00:00,MAC-07,Research,Networking,160.91,high,1
2026-01-15 00:00:00,MAC-07,ML,Storage,541.1,high,1
2026-01-15 00:00:00,MAC-07,Research,Data Services,595.9,high,1
2026-01-15 00:00:00,MAC-07,ML,Compute,1737.01,high,1
2026-01-15 00:00:00,MAC-07,ML,Data Services,742.33,high,1
2026-01-15 00:00:00,MAC-07,Research,Compute,839.83,high,1
2026-01-15 00:00:00,MAC-08,Finance,Data Services,421.96,high,1
2026-01-15 00:00:00,MAC-08,Operations,Compute,502.47,high,1
2026-01-15 00:00:00,MAC-08,Finance,Networking,94.05,high,1
2026-01-15 00:00:00,MAC-08,Operations,Networking,128.72,high,1
2026-01-15 00:00:00,MAC-08,Operations,Data Services,413.08,high,1
2026-01-15 00:00:00,MAC-08,Finance,Compute,289.05,high,1
2026-01-15 00:00:00,MAC-08,Finance,Storage,200.77,high,1
2026-01-15 00:00:00,MAC-08,Operations,Storage,301.3,high,1
2026-01-16 00:00:00,MAC-01,DevOps,Compute,1385.21,high,1
2026-01-16 00:00:00,MAC-01,DevOps,Storage,283.88,high,1
2026-01-16 00:00:00,MAC-01,DevOps,Networking,217.35,high,1
2026-01-16 00:00:00,MAC-01,Platform,Compute,1285.03,high,1
2026-01-16 00:00:00,MAC-01,Platform,Networking,240.6,high,1
2026-01-16 00:00:00,MAC-01,Platform,Data Services,393.93,high,1
2026-01-16 00:00:00,MAC-01,Platform,Storage,284.45,high,1
2026-01-16 00:00:00,MAC-01,DevOps,Data Services,456.36,high,1
2026-01-16 00:00:00,MAC-02,Analytics,Data Services,931.67,high,1
2026-01-16 00:00:00,MAC-02,DataEngineering,Storage,593.83,high,1
2026-01-16 00:00:00,MAC-02,Analytics,Compute,806.77,high,1
2026-01-16 00:00:00,MAC-02,DataEngineering,Compute,894.08,high,1
2026-01-16 00:00:00,MAC-02,DataEngineering,Networking,175.21,high,1
2026-01-16 00:00:00,MAC-02,DataEngineering,Data Services,821.36,high,1
2026-01-16 00:00:00,MAC-02,Analytics,Storage,623.74,high,1
2026-01-16 00:00:00,MAC-02,Analytics,Networking,168.53,high,1
2026-01-16 00:00:00,MAC-03,Product,Compute,642.7,high,1
2026-01-16 00:00:00,MAC-03,Frontend,Storage,174.2,high,1
2026-01-16 00:00:00,MAC-03,Product,Storage,196.93,high,1
2026-01-16 00:00:00,MAC-03,Frontend,Data Services,231.38,high,1
2026-01-16 00:00:00,MAC-03,Frontend,Compute,446.05,high,1
2026-01-16 00:00:00,MAC-03,Product,Networking,133.67,high,1
2026-01-16 00:00:00,MAC-03,Frontend,Networking,111.58,high,1
2026-01-16 00:00:00,MAC-03,Product,Data Services,344.37,high,1
2026-01-16 00:00:00,MAC-04,Backend,Networking,240.35,high,1
2026-01-16 00:00:00,MAC-04,Backend,Data Services,453.12,high,1
2026-01-16 00:00:00,MAC-04,QA,Compute,418.03,high,1
2026-01-16 00:00:00,MAC-04,QA,Networking,79.55,high,1
2026-01-16 00:00:00,MAC-04,QA,Storage,170.69,high,1
2026-01-16 00:00:00,MAC-04,QA,Data Services,243.66,high,1
2026-01-16 00:00:00,MAC-04,Backend,Storage,315.99,high,1
2026-01-16 00:00:00,MAC-04,Backend,Compute,951.82,high,1
2026-01-16 00:00:00,MAC-05,Compliance,Compute,343.01,high,1
2026-01-16 00:00:00,MAC-05,Compliance,Networking,155.15,high,1
2026-01-16 00:00:00,MAC-05,Security,Storage,222.11,high,1
2026-01-16 00:00:00,MAC-05,Security,Networking,338.61,high,1
2026-01-16 00:00:00,MAC-05,Compliance,Data Services,312.46,high,1
2026-01-16 00:00:00,MAC-05,Security,Compute,662.67,high,1
2026-01-16 00:00:00,MAC-05,Compliance,Storage,223.54,high,1
2026-01-16 00:00:00,MAC-05,Security,Data Services,380.19,high,1
2026-01-16 00:00:00,MAC-06,CloudOps,Storage,399.26,high,1
2026-01-16 00:00:00,MAC-06,Infrastructure,Compute,1500.46,high,1
2026-01-16 00:00:00,MAC-06,CloudOps,Networking,336.63,high,1
2026-01-16 00:00:00,MAC-06,Infrastructure,Storage,418.26,high,1
2026-01-16 00:00:00,MAC-06,CloudOps,Compute,1365.09,high,1
2026-01-16 00:00:00,MAC-06,CloudOps,Data Services,360.77,high,1
2026-01-16 00:00:00,MAC-06,Infrastructure,Networking,354.75,high,1
2026-01-16 00:00:00,MAC-06,Infrastructure,Data Services,397.97,high,1
2026-01-16 00:00:00,MAC-07,ML,Data Services,617.08,high,1
2026-01-16 00:00:00,MAC-07,ML,Compute,1627.87,high,1
2026-01-16 00:00:00,MAC-07,ML,Networking,203.6,high,1
2026-01-16 00:00:00,MAC-07,Research,Compute,834.98,high,1
2026-01-16 00:00:00,MAC-07,Research,Networking,179.33,high,1
2026-01-16 00:00:00,MAC-07,ML,Storage,516.24,high,1
2026-01-16 00:00:00,MAC-07,Research,Storage,489.05,high,1
2026-01-16 00:00:00,MAC-07,Research,Data Services,676.65,high,1
2026-01-16 00:00:00,MAC-08,Finance,Storage,219.4,high,1
2026-01-16 00:00:00,MAC-08,Finance,Networking,111.93,high,1
2026-01-16 00:00:00,MAC-08,Finance,Data Services,443.25,high,1
2026-01-16 00:00:00,MAC-08,Operations,Compute,518.56,high,1
2026-01-16 00:00:00,MAC-08,Operations,Data Services,397.46,high,1
2026-01-16 00:00:00,MAC-08,Operations,Storage,293.99,high,1
2026-01-16 00:00:00,MAC-08,Operations,Networking,116.32,high,1
2026-01-16 00:00:00,MAC-08,Finance,Compute,294.77,high,1
2026-01-17 00:00:00,MAC-01,DevOps,Storage,345.22,high,1
2026-01-17 00:00:00,MAC-01,DevOps,Networking,186.85,high,1
2026-01-17 00:00:00,MAC-01,Platform,Storage,285.96,high,1
2026-01-17 00:00:00,MAC-01,Platform,Compute,1160.3,high,1
2026-01-17 00:00:00,MAC-01,DevOps,Compute,1201.33,high,1
2026-01-17 00:00:00,MAC-01,DevOps,Data Services,437.53,high,1
2026-01-17 00:00:00,MAC-01,Platform,Networking,287.26,high,1
2026-01-17 00:00:00,MAC-01,Platform,Data Services,430.11,high,1
2026-01-17 00:00:00,MAC-02,DataEngineering,Networking,183.75,high,1
2026-01-17 00:00:00,MAC-02,Analytics,Data Services,855.97,high,1
2026-01-17 00:00:00,MAC-02,Analytics,Compute,866.91,high,1
2026-01-17 00:00:00,MAC-02,Analytics,Networking,159.0,high,1
2026-01-17 00:00:00,MAC-02,Analytics,Storage,614.78,high,1
2026-01-17 00:00:00,MAC-02,DataEngineering,Compute,887.06,high,1
2026-01-17 00:00:00,MAC-02,DataEngineering,Storage,608.87,high,1
2026-01-17 00:00:00,MAC-02,DataEngineering,Data Services,1008.57,high,1
2026-01-17 00:00:00,MAC-03,Product,Compute,537.63,high,1
2026-01-17 00:00:00,MAC-03,Product,Data Services,332.11,high,1
2026-01-17 00:00:00,MAC-03,Frontend,Storage,160.48,high,1
2026-01-17 00:00:00,MAC-03,Product,Storage,220.19,high,1
2026-01-17 00:00:00,MAC-03,Frontend,Data Services,226.15,high,1
2026-01-17 00:00:00,MAC-03,Frontend,Networking,111.59,high,1
2026-01-17 00:00:00,MAC-03,Frontend,Compute,500.2,high,1
2026-01-17 00:00:00,MAC-03,Product,Networking,125.4,high,1
2026-01-17 00:00:00,MAC-04,QA,Compute,412.13,high,1
2026-01-17 00:00:00,MAC-04,QA,Data Services,275.59,high,1
2026-01-17 00:00:00,MAC-04,Backend,Compute,834.74,high,1
2026-01-17 00:00:00,MAC-04,QA,Networking,102.95,high,1
2026-01-17 00:00:00,MAC-04,Backend,Storage,347.19,high,1
2026-01-17 00:00:00,MAC-04,Backend,Networking,231.08,high,1
2026-01-17 00:00:00,MAC-04,QA,Storage,179.46,high,1
2026-01-17 00:00:00,MAC-04,Backend,Data Services,521.09,high,1
2026-01-17 00:00:00,MAC-05,Compliance,Data Services,264.16,high,1
2026-01-17 00:00:00,MAC-05,Security,Compute,765.05,high,1
2026-01-17 00:00:00,MAC-05,Compliance,Storage,196.42,high,1
2026-01-17 00:00:00,MAC-05,Compliance,Networking,162.05,high,1
2026-01-17 00:00:00,MAC-05,Security,Data Services,372.56,high,1
2026-01-17 00:00:00,MAC-05,Compliance,Compute,308.31,high,1
2026-01-17 00:00:00,MAC-05,Security,Storage,262.31,high,1
2026-01-17 00:00:00,MAC-05,Security,Networking,355.06,high,1
2026-01-17 00:00:00,MAC-06,Infrastructure,Networking,383.61,high,1
2026-01-17 00:00:00,MAC-06,CloudOps,Compute,1517.54,high,1
2026-01-17 00:00:00,MAC-06,CloudOps,Networking,372.72,high,1
2026-01-17 00:00:00,MAC-06,CloudOps,Storage,448.35,high,1
2026-01-17 00:00:00,MAC-06,Infrastructure,Storage,443.95,high,1
2026-01-17 00:00:00,MAC-06,Infrastructure,Compute,1243.39,high,1
2026-01-17 00:00:00,MAC-06,Infrastructure,Data Services,377.93,high,1
2026-01-17 00:00:00,MAC-06,CloudOps,Data Services,378.25,high,1
2026-01-17 00:00:00,MAC-07,ML,Data Services,663.64,high,1
2026-01-17 00:00:00,MAC-07,Research,Storage,399.49,high,1
2026-01-17 00:00:00,MAC-07,ML,Compute,1628.36,high,1
2026-01-17 00:00:00,MAC-07,Research,Compute,810.63,high,1
2026-01-17 00:00:00,MAC-07,Research,Networking,188.17,high,1
2026-01-17 00:00:00,MAC-07,Research,Data Services,640.41,high,1
2026-01-17 00:00:00,MAC-07,ML,Storage,531.72,high,1
2026-01-17 00:00:00,MAC-07,ML,Networking,225.73,high,1
2026-01-17 00:00:00,MAC-08,Finance,Networking,89.42,high,1
2026-01-17 00:00:00,MAC-08,Operations,Networking,135.46,high,1
2026-01-17 00:00:00,MAC-08,Operations,Data Services,395.45,high,1
2026-01-17 00:00:00,MAC-08,Finance,Storage,223.3,high,1
2026-01-17 00:00:00,MAC-08,Finance,Compute,344.31,high,1
2026-01-17 00:00:00,MAC-08,Operations,Storage,346.72,high,1
2026-01-17 00:00:00,MAC-08,Finance,Data Services,451.6,high,1
2026-01-17 00:00:00,MAC-08,Operations,Compute,417.13,high,1
2026-01-18 00:00:00,MAC-01,DevOps,Networking,237.6,high,1
2026-01-18 00:00:00,MAC-01,DevOps,Data Services,449.46,high,1
2026-01-18 00:00:00,MAC-01,DevOps,Compute,1207.53,high,1
2026-01-18 00:00:00,MAC-01,Platform,Data Services,418.91,high,1
2026-01-18 00:00:00,MAC-01,Platform,Networking,256.24,high,1
2026-01-18 00:00:00,MAC-01,DevOps,Storage,291.41,high,1
2026-01-18 00:00:00,MAC-01,Platform,Storage,256.56,high,1
2026-01-18 00:00:00,MAC-01,Platform,Compute,1139.49,high,1
2026-01-18 00:00:00,MAC-02,Analytics,Compute,770.78,high,1
2026-01-18 00:00:00,MAC-02,Analytics,Networking,142.62,high,1
2026-01-18 00:00:00,MAC-02,DataEngineering,Networking,176.32,high,1
2026-01-18 00:00:00,MAC-02,DataEngineering,Compute,803.24,high,1
2026-01-18 00:00:00,MAC-02,DataEngineering,Data Services,1065.08,high,1
2026-01-18 00:00:00,MAC-02,Analytics,Data Services,972.62,high,1
2026-01-18 00:00:00,MAC-02,DataEngineering,Storage,588.05,high,1
2026-01-18 00:00:00,MAC-02,Analytics,Storage,645.86,high,1
2026-01-18 00:00:00,MAC-03,Product,Data Services,300.76,high,1
2026-01-18 00:00:00,MAC-03,Frontend,Compute,513.59,high,1
2026-01-18 00:00:00,MAC-03,Frontend,Networking,112.98,high,1
2026-01-18 00:00:00,MAC-03,Product,Networking,116.85,high,1
2026-01-18 00:00:00,MAC-03,Frontend,Storage,160.64,high,1
2026-01-18 00:00:00,MAC-03,Product,Compute,609.02,high,1
2026-01-18 00:00:00,MAC-03,Product,Storage,208.13,high,1
2026-01-18 00:00:00,MAC-03,Frontend,Data Services,184.51,high,1
2026-01-18 00:00:00,MAC-04,Backend,Data Services,564.93,high,1
2026-01-18 00:00:00,MAC-04,QA,Storage,174.63,high,1
2026-01-18 00:00:00,MAC-04,Backend,Storage,371.66,high,1
2026-01-18 00:00:00,MAC-04,Backend,Networking,193.84,high,1
2026-01-18 00:00:00,MAC-04,QA,Compute,416.41,high,1
2026-01-18 00:00:00,MAC-04,QA,Networking,81.21,high,1
2026-01-18 00:00:00,MAC-04,QA,Data Services,281.73,high,1
2026-01-18 00:00:00,MAC-04,Backend,Compute,852.45,high,1
2026-01-18 00:00:00,MAC-05,Security,Compute,778.12,high,1
2026-01-18 00:00:00,MAC-05,Compliance,Compute,351.72,high,1
2026-01-18 00:00:00,MAC-05,Compliance,Storage,197.26,high,1
2026-01-18 00:00:00,MAC-05,Security,Data Services,384.03,high,1
2026-01-18 00:00:00,MAC-05,Compliance,Networking,168.21,high,1
2026-01-18 00:00:00,MAC-05,Security,Storage,289.9,high,1
2026-01-18 00:00:00,MAC-05,Security,Networking,297.75,high,1
2026-01-18 00:00:00,MAC-05,Compliance,Data Services,297.52,high,1
2026-01-18 00:00:00,MAC-06,Infrastructure,Data Services,476.56,high,1
2026-01-18 00:00:00,MAC-06,CloudOps,Storage,395.93,high,1
2026-01-18 00:00:00,MAC-06,Infrastructure,Networking,359.31,high,1
2026-01-18 00:00:00,MAC-06,Infrastructure,Compute,1362.55,high,1
2026-01-18 00:00:00,MAC-06,CloudOps,Compute,1468.92,high,1
2026-01-18 00:00:00,MAC-06,CloudOps,Data Services,466.98,high,1
2026-01-18 00:00:00,MAC-06,Infrastructure,Storage,419.8,high,1
2026-01-18 00:00:00,MAC-06,CloudOps,Networking,292.02,high,1
2026-01-18 00:00:00,MAC-07,ML,Compute,1406.95,high,1
2026-01-18 00:00:00,MAC-07,ML,Storage,549.74,high,1
2026-01-18 00:00:00,MAC-07,ML,Data Services,641.45,high,1
2026-01-18 00:00:00,MAC-07,Research,Data Services,669.63,high,1
2026-01-18 00:00:00,MAC-07,Research,Compute,710.89,high,1
2026-01-18 00:00:00,MAC-07,Research,Networking,210.88,high,1
2026-01-18 00:00:00,MAC-07,Research,Storage,469.97,high,1
2026-01-18 00:00:00,MAC-07,ML,Networking,191.77,high,1
2026-01-18 00:00:00,MAC-08,Finance,Networking,96.43,high,1
2026-01-18 00:00:00,MAC-08,Operations,Storage,301.68,high,1
2026-01-18 00:00:00,MAC-08,Finance,Data Services,526.7,high,1
2026-01-18 00:00:00,MAC-08,Finance,Storage,215.68,high,1
2026-01-18 00:00:00,MAC-08,Finance,Compute,310.69,high,1
2026-01-18 00:00:00,MAC-08,Operations,Compute,529.84,high,1
2026-01-18 00:00:00,MAC-08,Operations,Networking,118.89,high,1
2026-01-18 00:00:00,MAC-08,Operations,Data Services,423.51,high,1
2026-01-19 00:00:00,MAC-01,Platform,Storage,294.38,high,1
2026-01-19 00:00:00,MAC-01,Platform,Data Services,413.17,high,1
2026-01-19 00:00:00,MAC-01,DevOps,Compute,1207.1,high,1
2026-01-19 00:00:00,MAC-01,Platform,Networking,234.14,high,1
2026-01-19 00:00:00,MAC-01,DevOps,Storage,295.39,high,1
2026-01-19 00:00:00,MAC-01,Platform,Compute,1229.87,high,1
2026-01-19 00:00:00,MAC-01,DevOps,Networking,211.22,high,1
2026-01-19 00:00:00,MAC-01,DevOps,Data Services,394.49,high,1
2026-01-19 00:00:00,MAC-02,DataEngineering,Data Services,935.14,high,1
2026-01-19 00:00:00,MAC-02,Analytics,Networking,177.71,high,1
2026-01-19 00:00:00,MAC-02,DataEngineering,Networking,199.65,high,1
2026-01-19 00:00:00,MAC-02,Analytics,Storage,637.68,high,1
2026-01-19 00:00:00,MAC-02,DataEngineering,Compute,929.91,high,1
2026-01-19 00:00:00,MAC-02,Analytics,Data Services,903.51,high,1
2026-01-19 00:00:00,MAC-02,DataEngineering,Storage,562.29,high,1
2026-01-19 00:00:00,MAC-02,Analytics,Compute,840.83,high,1
2026-01-19 00:00:00,MAC-03,Product,Networking,136.73,high,1
2026-01-19 00:00:00,MAC-03,Product,Data Services,265.06,high,1
2026-01-19 00:00:00,MAC-03,Frontend,Compute,496.85,high,1
2026-01-19 00:00:00,MAC-03,Frontend,Storage,163.48,high,1
2026-01-19 00:00:00,MAC-03,Product,Storage,236.45,high,1
2026-01-19 00:00:00,MAC-03,Frontend,Networking,107.13,high,1
2026-01-19 00:00:00,MAC-03,Product,Compute,662.67,high,1
2026-01-19 00:00:00,MAC-03,Frontend,Data Services,196.59,high,1
2026-01-19 00:00:00,MAC-04,Backend,Compute,1111.68,high,1
2026-01-19 00:00:00,MAC-04,QA,Data Services,274.99,high,1
2026-01-19 00:00:00,MAC-04,Backend,Storage,411.66,high,1
2026-01-19 00:00:00,MAC-04,Backend,Data Services,443.57,high,1
2026-01-19 00:00:00,MAC-04,Backend,Networking,228.15,high,1
2026-01-19 00:00:00,MAC-04,QA,Compute,419.01,high,1
2026-01-19 00:00:00,MAC-04,QA,Storage,203.89,high,1
2026-01-19 00:00:00,MAC-04,QA,Networking,87.2,high,1
2026-01-19 00:00:00,MAC-05,Compliance,Storage,262.09,high,1
2026-01-19 00:00:00,MAC-05,Security,Networking,281.51,high,1
2026-01-19 00:00:00,MAC-05,Security,Data Services,408.74,high,1
2026-01-19 00:00:00,MAC-05,Compliance,Compute,337.16,high,1
2026-01-19 00:00:00,MAC-05,Compliance,Networking,176.89,high,1
2026-01-19 00:00:00,MAC-05,Security,Compute,657.49,high,1
2026-01-19 00:00:00,MAC-05,Compliance,Data Services,340.29,high,1
2026-01-19 00:00:00,MAC-05,Security,Storage,282.01,high,1
2026-01-19 00:00:00,MAC-06,Infrastructure,Compute,1280.19,high,1
2026-01-19 00:00:00,MAC-06,CloudOps,Storage,355.9,high,1
2026-01-19 00:00:00,MAC-06,CloudOps,Data Services,413.82,high,1
2026-01-19 00:00:00,MAC-06,Infrastructure,Storage,383.91,high,1
2026-01-19 00:00:00,MAC-06,Infrastructure,Networking,374.0,high,1
2026-01-19 00:00:00,MAC-06,CloudOps,Networking,307.77,high,1
2026-01-19 00:00:00,MAC-06,Infrastructure,Data Services,404.66,high,1
2026-01-19 00:00:00,MAC-06,CloudOps,Compute,1289.2,high,1
2026-01-19 00:00:00,MAC-07,ML,Compute,1721.8,high,1
2026-01-19 00:00:00,MAC-07,Research,Networking,213.69,high,1
2026-01-19 00:00:00,MAC-07,ML,Data Services,658.71,high,1
2026-01-19 00:00:00,MAC-07,Research,Compute,785.7,high,1
2026-01-19 00:00:00,MAC-07,Research,Storage,475.52,high,1
2026-01-19 00:00:00,MAC-07,Research,Data Services,770.72,high,1
2026-01-19 00:00:00,MAC-07,ML,Storage,574.95,high,1
2026-01-19 00:00:00,MAC-07,ML,Networking,232.99,high,1
2026-01-19 00:00:00,MAC-08,Finance,Data Services,469.91,high,1
2026-01-19 00:00:00,MAC-08,Operations,Networking,137.91,high,1
2026-01-19 00:00:00,MAC-08,Operations,Data Services,422.41,high,1
2026-01-19 00:00:00,MAC-08,Finance,Compute,266.14,high,1
2026-01-19 00:00:00,MAC-08,Finance,Networking,103.41,high,1
2026-01-19 00:00:00,MAC-08,Operations,Storage,302.1,high,1
2026-01-19 00:00:00,MAC-08,Finance,Storage,232.78,high,1
2026-01-19 00:00:00,MAC-08,Operations,Compute,431.85,high,1
2026-01-20 00:00:00,MAC-01,Platform,Compute,1083.25,high,1
2026-01-20 00:00:00,MAC-01,Platform,Storage,262.07,high,1
2026-01-20 00:00:00,MAC-01,Platform,Networking,259.33,high,1
