usage_date,mac_id,resource_category,total_cost_inr,resource_count
2026-01-19,MAC-04,Compute,1530.69,2
2026-01-19,MAC-05,Storage,544.1,2
2026-01-19,MAC-05,Networking,458.4,2
2026-01-19,MAC-05,Compute,994.65,2
2026-01-19,MAC-05,Data Services,749.03,2
2026-01-19,MAC-06,Storage,739.81,2
2026-01-19,MAC-06,Compute,2569.39,2
2026-01-19,MAC-06,Data Services,818.48,2
2026-01-19,MAC-06,Networking,681.77,2
2026-01-19,MAC-07,Compute,2507.5,2
2026-01-19,MAC-07,Storage,1050.47,2
2026-01-19,MAC-07,Data Services,1429.43,2
2026-01-19,MAC-07,Networking,446.68,2
2026-01-19,MAC-08,Compute,697.99,2
2026-01-19,MAC-08,Networking,241.32,2
2026-01-19,MAC-08,Data Services,892.32,2
2026-01-19,MAC-08,Storage,534.88,2
2026-01-20,MAC-01,Networking,466.88,2
2026-01-20,MAC-01,Data Services,807.4,2
2026-01-20,MAC-01,Storage,581.06,2
2026-01-20,MAC-01,Compute,2291.02,2
2026-01-20,MAC-02,Compute,1968.32,2
2026-01-20,MAC-02,Storage,1137.01,2
2026-01-20,MAC-02,Data Services,1830.63,2
2026-01-20,MAC-02,Networking,336.57,2
2026-01-20,MAC-03,Compute,1105.59,2
2026-01-20,MAC-03,Networking,210.51,2
2026-01-20,MAC-03,Data Services,546.31,2
2026-01-20,MAC-03,Storage,362.16,2
2026-01-20,MAC-04,Data Services,762.68,2
2026-01-20,MAC-04,Networking,313.86,2
2026-01-20,MAC-04,Compute,1260.45,2
2026-01-20,MAC-04,Storage,586.43,2
2026-01-20,MAC-05,Networking,466.42,2
2026-01-20,MAC-05,Data Services,672.28,2
2026-01-20,MAC-05,Compute,996.43,2
2026-01-20,MAC-05,Storage,473.54,2
2026-01-20,MAC-06,Data Services,870.87,2
2026-01-20,MAC-06,Compute,2558.89,2
2026-01-20,MAC-06,Networking,712.37,2
2026-01-20,MAC-06,Storage,804.99,2
2026-01-20,MAC-07,Storage,971.13,2
2026-01-20,MAC-07,Networking,385.09,2
2026-01-20,MAC-07,Data Services,1285.79,2
2026-01-20,MAC-07,Compute,2381.44,2
2026-01-20,MAC-08,Compute,770.04,2
2026-01-20,MAC-08,Networking,235.65,2
2026-01-20,MAC-08,Data Services,835.29,2
2026-01-20,MAC-08,Storage,583.52,2
2026-01-21,MAC-01,Networking,440.2,2
2026-01-21,MAC-01,Data Services,830.49,2
2026-01-21,MAC-01,Storage,539.58,2
2026-01-21,MAC-01,Compute,2203.59,2
2026-01-21,MAC-02,Data Services,1621.95,2
2026-01-21,MAC-02,Compute,1908.43,2
2026-01-21,MAC-02,Storage,1212.21,2
2026-01-21,MAC-02,Networking,353.2,2
2026-01-21,MAC-03,Compute,1244.09,2
2026-01-21,MAC-03,Networking,247.35,2
2026-01-21,MAC-03,Storage,333.84,2
2026-01-21,MAC-03,Data Services,502.31,2
2026-01-21,MAC-04,Storage,573.26,2
2026-01-21,MAC-04,Networking,336.45,2
2026-01-21,MAC-04,Compute,1512.7,2
2026-01-21,MAC-04,Data Services,730.92,2
2026-01-21,MAC-05,Data Services,681.08,2
2026-01-21,MAC-05,Compute,1131.4,2
2026-01-21,MAC-05,Storage,480.41,2
2026-01-21,MAC-05,Networking,436.38,2
2026-01-21,MAC-06,Compute,2957.05,2
2026-01-21,MAC-06,Networking,612.92,2
2026-01-21,MAC-06,Data Services,848.41,2
2026-01-21,MAC-06,Storage,901.29,2
2026-01-21,MAC-07,Compute,2395.7,2
2026-01-21,MAC-07,Networking,347.57,2
2026-01-21,MAC-07,Storage,887.36,2
2026-01-21,MAC-07,Data Services,1269.3,2
2026-01-21,MAC-08,Networking,257.37,2
2026-01-21,MAC-08,Storage,531.95,2
2026-01-21,MAC-08,Data Services,860.08,2
2026-01-21,MAC-08,Compute,728.49,2
2026-01-22,MAC-01,Compute,2599.18,2
2026-01-22,MAC-01,Storage,649.56,2
2026-01-22,MAC-01,Networking,483.47,2
2026-01-22,MAC-01,Data Services,822.87,2
2026-01-22,MAC-02,Compute,1702.73,2
2026-01-22,MAC-02,Data Services,1908.86,2
2026-01-22,MAC-02,Networking,386.25,2
2026-01-22,MAC-02,Storage,1115.45,2
2026-01-22,MAC-03,Networking,225.7,2
2026-01-22,MAC-03,Data Services,518.42,2
2026-01-22,MAC-03,Compute,1126.94,2
2026-01-22,MAC-03,Storage,403.78,2
2026-01-22,MAC-04,Data Services,754.62,2
2026-01-22,MAC-04,Storage,538.11,2
2026-01-22,MAC-04,Networking,314.81,2
2026-01-22,MAC-04,Compute,1371.36,2
2026-01-22,MAC-05,Data Services,635.16,2
2026-01-22,MAC-05,Networking,487.35,2
2026-01-22,MAC-05,Storage,443.25,2
2026-01-22,MAC-05,Compute,1201.21,2
2026-01-22,MAC-06,Compute,2796.26,2
2026-01-22,MAC-06,Data Services,875.93,2
2026-01-22,MAC-06,Networking,649.6,2
2026-01-22,MAC-06,Storage,788.4,2
2026-01-22,MAC-07,Storage,966.71,2
2026-01-22,MAC-07,Networking,408.15,2
2026-01-22,MAC-07,Compute,2647.56,2
2026-01-22,MAC-07,Data Services,1546.91,2
2026-01-22,MAC-08,Compute,703.34,2
2026-01-22,MAC-08,Storage,525.65,2
2026-01-22,MAC-08,Networking,229.18,2
2026-01-22,MAC-08,Data Services,935.52,2
2026-01-23,MAC-01,Networking,482.53,2
2026-01-23,MAC-01,Data Services,775.69,2
2026-01-23,MAC-01,Compute,2195.91,2
2026-01-23,MAC-01,Storage,631.29,2
2026-01-23,MAC-02,Compute,1898.5,2
2026-01-23,MAC-02,Networking,389.65,2
2026-01-23,MAC-02,Data Services,1813.15,2
2026-01-23,MAC-02,Storage,1184.98,2
2026-01-23,MAC-03,Storage,351.49,2
2026-01-23,MAC-03,Networking,224.99,2
2026-01-23,MAC-03,Compute,1103.61,2
2026-01-23,MAC-03,Data Services,529.34,2
2026-01-23,MAC-04,Storage,534.25,2
2026-01-23,MAC-04,Compute,1226.27,2
2026-01-23,MAC-04,Data Services,698.98,2
2026-01-23,MAC-04,Networking,349.95,2
2026-01-23,MAC-05,Data Services,652.86,2
2026-01-23,MAC-05,Storage,486.42,2
2026-01-23,MAC-05,Compute,1083.4,2
2026-01-23,MAC-05,Networking,442.08,2
2026-01-23,MAC-06,Networking,744.68,2
2026-01-23,MAC-06,Storage,780.41,2
2026-01-23,MAC-06,Compute,2820.7,2
2026-01-23,MAC-06,Data Services,736.95,2
2026-01-23,MAC-07,Networking,382.81,2
2026-01-23,MAC-07,Compute,2603.34,2
2026-01-23,MAC-07,Storage,1013.73,2
2026-01-23,MAC-07,Data Services,1442.02,2
2026-01-23,MAC-08,Compute,835.09,2
2026-01-23,MAC-08,Data Services,795.84,2
2026-01-23,MAC-08,Networking,245.72,2
2026-01-23,MAC-08,Storage,489.17,2
2026-01-24,MAC-01,Data Services,805.14,2
2026-01-24,MAC-01,Storage,613.74,2
2026-01-24,MAC-01,Networking,476.34,2
2026-01-24,MAC-01,Compute,2346.89,2
2026-01-24,MAC-02,Storage,1178.39,2
2026-01-24,MAC-02,Compute,1815.84,2
2026-01-24,MAC-02,Data Services,1612.37,2
2026-01-24,MAC-02,Networking,348.03,2
2026-01-24,MAC-03,Storage,339.12,2
2026-01-24,MAC-03,Compute,1289.01,2
2026-01-24,MAC-03,Data Services,457.28,2
2026-01-24,MAC-03,Networking,251.21,2
2026-01-24,MAC-04,Storage,550.97,2
2026-01-24,MAC-04,Networking,304.71,2
2026-01-24,MAC-04,Compute,1532.87,2
2026-01-24,MAC-04,Data Services,723.57,2
2026-01-24,MAC-05,Data Services,651.91,2
2026-01-24,MAC-05,Compute,1145.64,2
2026-01-24,MAC-05,Networking,531.0,2
2026-01-24,MAC-05,Storage,534.61,2
2026-01-24,MAC-06,Data Services,877.77,2
2026-01-24,MAC-06,Networking,606.31,2
2026-01-24,MAC-06,Compute,2438.3,2
2026-01-24,MAC-06,Storage,808.78,2
2026-01-24,MAC-07,Storage,1006.7,2
2026-01-24,MAC-07,Compute,2342.76,2
2026-01-24,MAC-07,Data Services,1495.28,2
2026-01-24,MAC-07,Networking,436.84,2
2026-01-24,MAC-08,Data Services,819.51,2
2026-01-24,MAC-08,Storage,544.14,2
2026-01-24,MAC-08,Compute,782.8,2
2026-01-24,MAC-08,Networking,228.96,2
2026-01-25,MAC-01,Networking,491.33,2
2026-01-25,MAC-01,Data Services,796.96,2
2026-01-25,MAC-01,Storage,660.22,2
2026-01-25,MAC-01,Compute,2383.65,2
2026-01-25,MAC-02,Compute,2006.03,2
2026-01-25,MAC-02,Networking,357.5,2
2026-01-25,MAC-02,Storage,1234.39,2
2026-01-25,MAC-02,Data Services,1827.96,2
2026-01-25,MAC-03,Networking,221.89,2
2026-01-25,MAC-03,Data Services,537.27,2
2026-01-25,MAC-03,Compute,1119.66,2
2026-01-25,MAC-03,Storage,338.33,2
2026-01-25,MAC-04,Storage,605.37,2
2026-01-25,MAC-04,Networking,283.97,2
2026-01-25,MAC-04,Compute,1317.27,2
2026-01-25,MAC-04,Data Services,760.6,2
2026-01-25,MAC-05,Compute,1079.94,2
2026-01-25,MAC-05,Data Services,732.01,2
2026-01-25,MAC-05,Networking,505.26,2
2026-01-25,MAC-05,Storage,506.77,2
2026-01-25,MAC-06,Compute,3170.35,2
2026-01-25,MAC-06,Networking,749.37,2
2026-01-25,MAC-06,Data Services,872.28,2
2026-01-25,MAC-06,Storage,832.09,2
2026-01-25,MAC-07,Compute,2549.08,2
2026-01-25,MAC-07,Storage,964.74,2
2026-01-25,MAC-07,Data Services,1381.53,2
2026-01-25,MAC-07,Networking,382.52,2
2026-01-25,MAC-08,Networking,239.89,2
2026-01-25,MAC-08,Data Services,825.96,2
2026-01-25,MAC-08,Storage,539.83,2
2026-01-25,MAC-08,Compute,763.42,2
2026-01-26,MAC-01,Compute,2457.22,2
2026-01-26,MAC-01,Networking,517.65,2
2026-01-26,MAC-01,Storage,642.6,2
2026-01-26,MAC-01,Data Services,847.33,2
2026-01-26,MAC-02,Storage,1169.01,2
2026-01-26,MAC-02,Networking,362.41,2
2026-01-26,MAC-02,Compute,1923.57,2
2026-01-26,MAC-02,Data Services,1672.56,2
2026-01-26,MAC-03,Compute,1092.67,2
2026-01-26,MAC-03,Networking,245.16,2
2026-01-26,MAC-03,Data Services,553.19,2
2026-01-26,MAC-03,Storage,361.59,2
2026-01-26,MAC-04,Compute,1432.82,2
2026-01-26,MAC-04,Storage,548.22,2
2026-01-26,MAC-04,Data Services,848.86,2
2026-01-26,MAC-04,Networking,297.71,2
2026-01-26,MAC-05,Storage,467.7,2
2026-01-26,MAC-05,Networking,516.01,2
2026-01-26,MAC-05,Compute,1166.27,2
2026-01-26,MAC-05,Data Services,726.77,2
2026-01-26,MAC-06,Data Services,856.35,2
2026-01-26,MAC-06,Networking,642.9,2
2026-01-26,MAC-06,Storage,802.18,2
2026-01-26,MAC-06,Compute,2470.24,2
2026-01-26,MAC-07,Networking,397.35,2
2026-01-26,MAC-07,Data Services,1413.21,2
2026-01-26,MAC-07,Storage,1024.38,2
2026-01-26,MAC-07,Compute,2595.01,2
2026-01-26,MAC-08,Networking,232.37,2
2026-01-26,MAC-08,Data Services,857.9,2
2026-01-26,MAC-08,Compute,796.64,2
2026-01-26,MAC-08,Storage,476.92,2
2026-01-27,MAC-01,Compute,2342.05,2
2026-01-27,MAC-01,Data Services,888.75,2
2026-01-27,MAC-01,Storage,578.44,2
2026-01-27,MAC-01,Networking,420.58,2
2026-01-27,MAC-02,Storage,1119.54,2
2026-01-27,MAC-02,Data Services,1626.76,2
2026-01-27,MAC-02,Compute,1795.87,2
2026-01-27,MAC-02,Networking,357.56,2
2026-01-27,MAC-03,Data Services,534.57,2
2026-01-27,MAC-03,Storage,388.64,2
2026-01-27,MAC-03,Compute,998.87,2
2026-01-27,MAC-03,Networking,247.7,2
2026-01-27,MAC-04,Storage,537.19,2
2026-01-27,MAC-04,Networking,330.45,2
2026-01-27,MAC-04,Data Services,815.39,2
2026-01-27,MAC-04,Compute,1293.56,2
2026-01-27,MAC-05,Storage,511.61,2
2026-01-27,MAC-05,Compute,1167.17,2
2026-01-27,MAC-05,Data Services,701.11,2
2026-01-27,MAC-05,Networking,516.78,2
2026-01-27,MAC-06,Data Services,847.92,2
2026-01-27,MAC-06,Networking,764.57,2
2026-01-27,MAC-06,Compute,2867.34,2
2026-01-27,MAC-06,Storage,886.99,2
2026-01-27,MAC-07,Storage,953.88,2
2026-01-27,MAC-07,Networking,405.63,2
2026-01-27,MAC-07,Data Services,1301.03,2
2026-01-27,MAC-07,Compute,2265.99,2
2026-01-27,MAC-08,Storage,539.71,2
2026-01-27,MAC-08,Compute,757.83,2
2026-01-27,MAC-08,Data Services,863.95,2
2026-01-27,MAC-08,Networking,242.59,2
2026-01-28,MAC-01,Storage,555.38,2
2026-01-28,MAC-01,Compute,2446.07,2
2026-01-28,MAC-01,Data Services,861.4,2
2026-01-28,MAC-01,Networking,465.04,2
2026-01-28,MAC-02,Storage,1207.03,2
2026-01-28,MAC-02,Networking,386.32,2
2026-01-28,MAC-02,Compute,1793.82,2
2026-01-28,MAC-02,Data Services,1680.22,2
2026-01-28,MAC-03,Storage,353.55,2
2026-01-28,MAC-03,Networking,233.43,2
2026-01-28,MAC-03,Data Services,486.49,2
2026-01-28,MAC-03,Compute,1035.9,2
2026-01-28,MAC-04,Networking,348.36,2
2026-01-28,MAC-04,Compute,1370.37,2
2026-01-28,MAC-04,Data Services,882.81,2
2026-01-28,MAC-04,Storage,593.36,2
2026-01-28,MAC-05,Storage,468.55,2
2026-01-28,MAC-05,Data Services,711.22,2
2026-01-28,MAC-05,Compute,1147.46,2
2026-01-28,MAC-05,Networking,449.53,2
2026-01-28,MAC-06,Storage,833.01,2
2026-01-28,MAC-06,Networking,718.41,2
2026-01-28,MAC-06,Data Services,941.5,2
2026-01-28,MAC-06,Compute,2987.6,2
2026-01-28,MAC-07,Compute,2665.35,2
2026-01-28,MAC-07,Data Services,1402.28,2
2026-01-28,MAC-07,Storage,1109.35,2
2026-01-28,MAC-07,Networking,416.39,2
2026-01-28,MAC-08,Data Services,926.68,2
2026-01-28,MAC-08,Storage,467.71,2
2026-01-28,MAC-08,Networking,234.19,2
2026-01-28,MAC-08,Compute,805.77,2
2026-01-29,MAC-01,Storage,632.86,2
2026-01-29,MAC-01,Compute,2644.44,2
2026-01-29,MAC-01,Networking,444.34,2
2026-01-29,MAC-01,Data Services,882.3,2
2026-01-29,MAC-02,Storage,1077.34,2
2026-01-29,MAC-02,Networking,369.63,2
2026-01-29,MAC-02,Data Services,1631.71,2
2026-01-29,MAC-02,Compute,1929.0,2
2026-01-29,MAC-03,Compute,1270.61,2
2026-01-29,MAC-03,Networking,248.74,2
2026-01-29,MAC-03,Storage,387.41,2
2026-01-29,MAC-03,Data Services,488.35,2
2026-01-29,MAC-04,Compute,1259.23,2
2026-01-29,MAC-04,Networking,317.05,2
2026-01-29,MAC-04,Data Services,832.95,2
2026-01-29,MAC-04,Storage,592.45,2
2026-01-29,MAC-05,Storage,494.91,2
2026-01-29,MAC-05,Networking,435.12,2
2026-01-29,MAC-05,Compute,1072.86,2
2026-01-29,MAC-05,Data Services,710.96,2
2026-01-29,MAC-06,Storage,875.11,2
2026-01-29,MAC-06,Data Services,878.23,2
2026-01-29,MAC-06,Compute,3114.16,2
2026-01-29,MAC-06,Networking,720.96,2
2026-01-29,MAC-07,Compute,2566.24,2
2026-01-29,MAC-07,Data Services,1279.79,2
2026-01-29,MAC-07,Networking,437.54,2
2026-01-29,MAC-07,Storage,971.36,2
2026-01-29,MAC-08,Data Services,836.58,2
2026-01-29,MAC-08,Networking,263.08,2
2026-01-29,MAC-08,Compute,752.44,2
2026-01-29,MAC-08,Storage,485.6,2
2026-01-30,MAC-01,Storage,631.26,2
2026-01-30,MAC-01,Data Services,848.24,2
2026-01-30,MAC-01,Compute,2357.71,2
2026-01-30,MAC-01,Networking,456.14,2
2026-01-30,MAC-02,Storage,1172.83,2
2026-01-30,MAC-02,Data Services,1730.74,2
2026-01-30,MAC-02,Compute,1883.56,2
2026-01-30,MAC-02,Networking,327.83,2
2026-01-30,MAC-03,Storage,333.77,2
2026-01-30,MAC-03,Data Services,490.08,2
2026-01-30,MAC-03,Compute,1172.25,2
2026-01-30,MAC-03,Networking,264.04,2
2026-01-30,MAC-04,Networking,322.77,2
2026-01-30,MAC-04,Data Services,703.68,2
2026-01-30,MAC-04,Storage,548.26,2
2026-01-30,MAC-04,Compute,1476.65,2
2026-01-30,MAC-05,Networking,503.46,2
2026-01-30,MAC-05,Data Services,617.51,2
2026-01-30,MAC-05,Storage,490.63,2
2026-01-30,MAC-05,Compute,1170.26,2
2026-01-30,MAC-06,Storage,813.67,2
2026-01-30,MAC-06,Networking,735.59,2
2026-01-30,MAC-06,Compute,2908.09,2
2026-01-30,MAC-06,Data Services,803.69,2
2026-01-30,MAC-07,Storage,1104.1,2
2026-01-30,MAC-07,Data Services,1485.84,2
2026-01-30,MAC-07,Compute,2376.01,2
2026-01-30,MAC-07,Networking,448.42,2
2026-01-30,MAC-08,Networking,226.69,2
2026-01-30,MAC-08,Data Services,891.5,2
2026-01-30,MAC-08,Storage,559.47,2
2026-01-30,MAC-08,Compute,749.78,2
2026-01-31,MAC-01,Storage,612.94,2
2026-01-31,MAC-01,Compute,2431.11,2
2026-01-31,MAC-01,Data Services,826.33,2
2026-01-31,MAC-01,Networking,457.63,2
2026-01-31,MAC-02,Data Services,1713.34,2
2026-01-31,MAC-02,Networking,355.51,2
2026-01-31,MAC-02,Compute,1634.88,2
2026-01-31,MAC-02,Storage,1275.18,2
2026-01-31,MAC-03,Compute,1103.84,2
2026-01-31,MAC-03,Networking,242.44,2
2026-01-31,MAC-03,Data Services,520.16,2
2026-01-31,MAC-03,Storage,386.87,2
2026-01-31,MAC-04,Compute,1402.95,2
2026-01-31,MAC-04,Data Services,846.9,2
2026-01-31,MAC-04,Networking,355.79,2
2026-01-31,MAC-04,Storage,538.83,2
2026-01-31,MAC-05,Data Services,685.53,2
2026-01-31,MAC-05,Networking,424.32,2
2026-01-31,MAC-05,Compute,1031.04,2
2026-01-31,MAC-05,Storage,534.51,2
2026-01-31,MAC-06,Storage,868.34,2
2026-01-31,MAC-06,Data Services,851.22,2
2026-01-31,MAC-06,Networking,769.03,2
2026-01-31,MAC-06,Compute,2793.95,2
2026-01-31,MAC-07,Networking,441.69,2
2026-01-31,MAC-07,Compute,2582.8,2
2026-01-31,MAC-07,Storage,1051.89,2
2026-01-31,MAC-07,Data Services,1351.59,2
2026-01-31,MAC-08,Storage,595.86,2
2026-01-31,MAC-08,Data Services,801.96,2
2026-01-31,MAC-08,Compute,848.43,2
2026-01-31,MAC-08,Networking,257.54,2
2026-02-01,MAC-01,Compute,2479.61,2
2026-02-01,MAC-01,Storage,617.1,2
2026-02-01,MAC-01,Data Services,847.1,2
2026-02-01,MAC-01,Networking,474.08,2
2026-02-01,MAC-02,Storage,1313.27,2
2026-02-01,MAC-02,Data Services,1768.43,2
2026-02-01,MAC-02,Compute,1989.78,2
2026-02-01,MAC-02,Networking,329.97,2
2026-02-01,MAC-03,Networking,241.84,2
2026-02-01,MAC-03,Compute,1133.94,2
2026-02-01,MAC-03,Storage,354.45,2
2026-02-01,MAC-03,Data Services,548.95,2
2026-02-01,MAC-04,Compute,1401.51,2
2026-02-01,MAC-04,Data Services,724.19,2
2026-02-01,MAC-04,Networking,342.4,2
2026-02-01,MAC-04,Storage,561.47,2
2026-02-01,MAC-05,Compute,1057.96,2
2026-02-01,MAC-05,Networking,485.6,2
2026-02-01,MAC-05,Storage,493.15,2
2026-02-01,MAC-05,Data Services,691.39,2
2026-02-01,MAC-06,Storage,815.08,2
2026-02-01,MAC-06,Networking,669.84,2
2026-02-01,MAC-06,Data Services,926.9,2
2026-02-01,MAC-06,Compute,3171.49,2
2026-02-01,MAC-07,Data Services,1472.07,2
2026-02-01,MAC-07,Networking,402.4,2
2026-02-01,MAC-07,Compute,2560.67,2
2026-02-01,MAC-07,Storage,941.16,2
2026-02-01,MAC-08,Storage,471.63,2
2026-02-01,MAC-08,Networking,277.83,2
2026-02-01,MAC-08,Data Services,894.46,2
2026-02-01,MAC-08,Compute,755.85,2
2026-02-02,MAC-01,Compute,2466.37,2
2026-02-02,MAC-01,Data Services,922.15,2
2026-02-02,MAC-01,Networking,438.07,2
2026-02-02,MAC-01,Storage,613.99,2
2026-02-02,MAC-02,Networking,327.7,2
2026-02-02,MAC-02,Storage,1337.84,2
2026-02-02,MAC-02,Data Services,1799.08,2
2026-02-02,MAC-02,Compute,1849.35,2
2026-02-02,MAC-03,Data Services,591.85,2
2026-02-02,MAC-03,Networking,248.74,2
2026-02-02,MAC-03,Compute,1307.66,2
2026-02-02,MAC-03,Storage,382.93,2
2026-02-02,MAC-04,Networking,332.64,2
2026-02-02,MAC-04,Data Services,722.52,2
2026-02-02,MAC-04,Compute,1437.68,2
2026-02-02,MAC-04,Storage,561.5,2
2026-02-02,MAC-05,Storage,451.98,2
2026-02-02,MAC-05,Networking,453.19,2
2026-02-02,MAC-05,Data Services,714.76,2
2026-02-02,MAC-05,Compute,1146.1,2
2026-02-02,MAC-06,Storage,894.25,2
2026-02-02,MAC-06,Networking,758.74,2
2026-02-02,MAC-06,Compute,3033.11,2
2026-02-02,MAC-06,Data Services,913.92,2
2026-02-02,MAC-07,Networking,353.44,2
2026-02-02,MAC-07,Data Services,1495.96,2
2026-02-02,MAC-07,Compute,2430.83,2
2026-02-02,MAC-07,Storage,1111.7,2
2026-02-02,MAC-08,Data Services,884.71,2
2026-02-02,MAC-08,Storage,480.73,2
2026-02-02,MAC-08,Networking,242.13,2
2026-02-02,MAC-08,Compute,797.16,2
2026-02-03,MAC-01,Compute,2296.18,2
2026-02-03,MAC-01,Networking,473.19,2
2026-02-03,MAC-01,Data Services,823.91,2
2026-02-03,MAC-01,Storage,624.97,2
2026-02-03,MAC-02,Networking,334.31,2
2026-02-03,MAC-02,Compute,2126.49,2
2026-02-03,MAC-02,Data Services,1790.78,2
2026-02-03,MAC-02,Storage,1311.87,2
2026-02-03,MAC-03,Compute,1268.15,2
2026-02-03,MAC-03,Storage,371.51,2
2026-02-03,MAC-03,Data Services,566.43,2
2026-02-03,MAC-03,Networking,218.88,2
2026-02-03,MAC-04,Storage,553.33,2
2026-02-03,MAC-04,Compute,1378.51,2
2026-02-03,MAC-04,Data Services,781.37,2
2026-02-03,MAC-04,Networking,351.93,2
2026-02-03,MAC-05,Storage,494.11,2
2026-02-03,MAC-05,Networking,487.55,2
2026-02-03,MAC-05,Data Services,649.99,2
2026-02-03,MAC-05,Compute,1079.54,2
2026-02-03,MAC-06,Data Services,915.0,2
2026-02-03,MAC-06,Compute,2654.45,2
2026-02-03,MAC-06,Networking,719.06,2
2026-02-03,MAC-06,Storage,895.03,2
2026-02-03,MAC-07,Storage,1058.47,2
2026-02-03,MAC-07,Networking,373.91,2
2026-02-03,MAC-07,Compute,2674.56,2
2026-02-03,MAC-07,Data Services,1484.43,2
2026-02-03,MAC-08,Data Services,806.09,2
2026-02-03,MAC-08,Networking,242.93,2
2026-02-03,MAC-08,Compute,829.33,2
2026-02-03,MAC-08,Storage,532.13,2
2026-02-04,MAC-01,Data Services,803.13,2
2026-02-04,MAC-01,Storage,626.07,2
2026-02-04,MAC-01,Networking,517.48,2
2026-02-04,MAC-01,Compute,2479.34,2
2026-02-04,MAC-02,Storage,1256.71,2
2026-02-04,MAC-02,Data Services,2018.64,2
2026-02-04,MAC-02,Networking,365.0,2
2026-02-04,MAC-02,Compute,1928.56,2
2026-02-04,MAC-03,Networking,238.09,2
2026-02-04,MAC-03,Storage,393.34,2
2026-02-04,MAC-03,Data Services,466.74,2
2026-02-04,MAC-03,Compute,1147.17,2
2026-02-04,MAC-04,Storage,570.87,2
2026-02-04,MAC-04,Networking,344.05,2
2026-02-04,MAC-04,Data Services,776.89,2
2026-02-04,MAC-04,Compute,1637.84,2
2026-02-04,MAC-05,Data Services,649.8,2
2026-02-04,MAC-05,Compute,1228.67,2
2026-02-04,MAC-05,Storage,485.86,2
2026-02-04,MAC-05,Networking,489.63,2
2026-02-04,MAC-06,Data Services,831.35,2
2026-02-04,MAC-06,Networking,731.48,2
2026-02-04,MAC-06,Compute,3063.07,2
2026-02-04,MAC-06,Storage,841.56,2
2026-02-04,MAC-07,Storage,1105.15,2
2026-02-04,MAC-07,Networking,382.12,2
2026-02-04,MAC-07,Data Services,1282.74,2
2026-02-04,MAC-07,Compute,2311.21,2
2026-02-04,MAC-08,Compute,762.09,2
2026-02-04,MAC-08,Data Services,936.48,2
2026-02-04,MAC-08,Networking,215.46,2
2026-02-04,MAC-08,Storage,482.06,2
2026-02-05,MAC-01,Networking,450.7,2
2026-02-05,MAC-01,Compute,2559.91,2
2026-02-05,MAC-01,Data Services,878.86,2
2026-02-05,MAC-01,Storage,613.24,2
2026-02-05,MAC-02,Data Services,1811.99,2
2026-02-05,MAC-02,Networking,354.35,2
2026-02-05,MAC-02,Compute,1787.82,2
2026-02-05,MAC-02,Storage,1116.14,2
2026-02-05,MAC-03,Compute,1028.98,2
2026-02-05,MAC-03,Data Services,535.09,2
2026-02-05,MAC-03,Networking,219.76,2
2026-02-05,MAC-03,Storage,370.65,2
2026-02-05,MAC-04,Networking,327.78,2
2026-02-05,MAC-04,Data Services,795.66,2
2026-02-05,MAC-04,Storage,527.0,2
2026-02-05,MAC-04,Compute,1482.48,2
2026-02-05,MAC-05,Storage,467.28,2
2026-02-05,MAC-05,Data Services,666.22,2
2026-02-05,MAC-05,Compute,1060.03,2
2026-02-05,MAC-05,Networking,493.03,2
2026-02-05,MAC-06,Compute,2830.57,2
2026-02-05,MAC-06,Networking,783.47,2
2026-02-05,MAC-06,Storage,834.08,2
2026-02-05,MAC-06,Data Services,889.3,2
2026-02-05,MAC-07,Storage,1050.96,2
2026-02-05,MAC-07,Data Services,1376.34,2
2026-02-05,MAC-07,Compute,2603.53,2
2026-02-05,MAC-07,Networking,371.35,2
2026-02-05,MAC-08,Compute,816.59,2
2026-02-05,MAC-08,Data Services,868.79,2
2026-02-05,MAC-08,Networking,258.18,2
2026-02-05,MAC-08,Storage,564.68,2
2026-02-06,MAC-01,Storage,626.53,2
2026-02-06,MAC-01,Compute,2394.94,2
2026-02-06,MAC-01,Data Services,758.81,2
2026-02-06,MAC-01,Networking,514.15,2
2026-02-06,MAC-02,Data Services,1822.77,2
2026-02-06,MAC-02,Networking,354.95,2
2026-02-06,MAC-02,Compute,1886.07,2
2026-02-06,MAC-02,Storage,1246.53,2
2026-02-06,MAC-03,Compute,1260.48,2
2026-02-06,MAC-03,Networking,252.72,2
2026-02-06,MAC-03,Data Services,544.69,2
2026-02-06,MAC-03,Storage,368.13,2
2026-02-06,MAC-04,Networking,331.84,2
2026-02-06,MAC-04,Data Services,884.85,2
2026-02-06,MAC-04,Compute,1457.01,2
2026-02-06,MAC-04,Storage,606.78,2
2026-02-06,MAC-05,Storage,545.95,2
2026-02-06,MAC-05,Compute,1123.59,2
2026-02-06,MAC-05,Data Services,683.28,2
2026-02-06,MAC-05,Networking,444.05,2
2026-02-06,MAC-06,Storage,793.36,2
2026-02-06,MAC-06,Data Services,904.75,2
2026-02-06,MAC-06,Networking,768.54,2
2026-02-06,MAC-06,Compute,2977.24,2
2026-02-06,MAC-07,Networking,396.22,2
2026-02-06,MAC-07,Data Services,1331.63,2
2026-02-06,MAC-07,Compute,2734.26,2
2026-02-06,MAC-07,Storage,941.54,2
2026-02-06,MAC-08,Networking,256.74,2
2026-02-06,MAC-08,Storage,526.23,2
2026-02-06,MAC-08,Compute,858.05,2
