usage_date,mac_id,team,resource_category,total_cost_inr,resource_count
2026-01-22,MAC-01,Platform,Data Services,352.62,1
2026-01-22,MAC-01,Platform,Networking,273.25,1
2026-01-22,MAC-02,Analytics,Data Services,890.04,1
2026-01-22,MAC-02,Analytics,Compute,838.72,1
2026-01-22,MAC-02,Analytics,Storage,570.12,1
2026-01-22,MAC-02,Analytics,Networking,181.48,1
2026-01-22,MAC-02,DataEngineering,Data Services,1018.82,1
2026-01-22,MAC-02,DataEngineering,Networking,204.77,1
2026-01-22,MAC-02,DataEngineering,Storage,545.33,1
2026-01-22,MAC-02,DataEngineering,Compute,864.01,1
2026-01-22,MAC-03,Frontend,Data Services,220.9,1
2026-01-22,MAC-03,Frontend,Networking,105.97,1
2026-01-22,MAC-03,Frontend,Storage,167.12,1
2026-01-22,MAC-03,Frontend,Compute,525.39,1
2026-01-22,MAC-03,Product,Data Services,297.52,1
2026-01-22,MAC-03,Product,Networking,119.73,1
2026-01-22,MAC-03,Product,Compute,601.55,1
2026-01-22,MAC-03,Product,Storage,236.66,1
2026-01-22,MAC-04,Backend,Compute,901.49,1
2026-01-22,MAC-04,Backend,Storage,326.79,1
2026-01-22,MAC-04,Backend,Data Services,476.27,1
2026-01-22,MAC-04,Backend,Networking,227.64,1
2026-01-22,MAC-04,QA,Storage,211.32,1
2026-01-22,MAC-04,QA,Networking,87.17,1
2026-01-22,MAC-04,QA,Compute,469.87,1
2026-01-22,MAC-04,QA,Data Services,278.35,1
2026-01-22,MAC-05,Compliance,Data Services,270.5,1
2026-01-22,MAC-05,Compliance,Storage,211.06,1
2026-01-22,MAC-05,Compliance,Networking,165.61,1
2026-01-22,MAC-05,Compliance,Compute,380.62,1
2026-01-22,MAC-05,Security,Data Services,364.66,1
2026-01-22,MAC-05,Security,Storage,232.19,1
2026-01-22,MAC-05,Security,Networking,321.74,1
2026-01-22,MAC-05,Security,Compute,820.59,1
2026-01-22,MAC-06,CloudOps,Compute,1257.16,1
2026-01-22,MAC-06,CloudOps,Networking,319.66,1
2026-01-22,MAC-06,CloudOps,Data Services,381.76,1
2026-01-22,MAC-06,CloudOps,Storage,393.98,1
2026-01-22,MAC-06,Infrastructure,Storage,394.42,1
2026-01-22,MAC-06,Infrastructure,Compute,1539.1,1
2026-01-22,MAC-06,Infrastructure,Data Services,494.17,1
2026-01-22,MAC-06,Infrastructure,Networking,329.94,1
2026-01-22,MAC-07,ML,Data Services,795.9,1
2026-01-22,MAC-07,ML,Networking,233.02,1
2026-01-22,MAC-07,ML,Compute,1825.96,1
2026-01-22,MAC-07,ML,Storage,511.5,1
2026-01-22,MAC-07,Research,Storage,455.21,1
2026-01-22,MAC-07,Research,Networking,175.13,1
2026-01-22,MAC-07,Research,Compute,821.6,1
2026-01-22,MAC-07,Research,Data Services,751.01,1
2026-01-22,MAC-08,Finance,Storage,237.55,1
2026-01-22,MAC-08,Finance,Networking,103.73,1
2026-01-22,MAC-08,Finance,Data Services,538.6,1
2026-01-22,MAC-08,Finance,Compute,284.07,1
2026-01-22,MAC-08,Operations,Data Services,396.92,1
2026-01-22,MAC-08,Operations,Compute,419.27,1
2026-01-22,MAC-08,Operations,Networking,125.45,1
2026-01-22,MAC-08,Operations,Storage,288.1,1
2026-01-23,MAC-01,DevOps,Storage,326.51,1
2026-01-23,MAC-01,DevOps,Networking,225.13,1
2026-01-23,MAC-01,DevOps,Data Services,431.36,1
2026-01-23,MAC-01,DevOps,Compute,1100.47,1
2026-01-23,MAC-01,Platform,Compute,1095.44,1
2026-01-23,MAC-01,Platform,Storage,304.78,1
2026-01-23,MAC-01,Platform,Data Services,344.33,1
2026-01-23,MAC-01,Platform,Networking,257.4,1
2026-01-23,MAC-02,Analytics,Data Services,784.45,1
2026-01-23,MAC-02,Analytics,Networking,187.88,1
2026-01-23,MAC-02,Analytics,Compute,900.98,1
2026-01-23,MAC-02,Analytics,Storage,535.52,1
2026-01-23,MAC-02,DataEngineering,Storage,649.46,1
2026-01-23,MAC-02,DataEngineering,Compute,997.52,1
2026-01-23,MAC-02,DataEngineering,Data Services,1028.7,1
2026-01-23,MAC-02,DataEngineering,Networking,201.77,1
2026-01-23,MAC-03,Frontend,Storage,153.61,1
2026-01-23,MAC-03,Frontend,Networking,94.86,1
2026-01-23,MAC-03,Frontend,Data Services,228.85,1
2026-01-23,MAC-03,Frontend,Compute,448.5,1
2026-01-23,MAC-03,Product,Data Services,300.49,1
2026-01-23,MAC-03,Product,Networking,130.13,1
2026-01-23,MAC-03,Product,Compute,655.11,1
2026-01-23,MAC-03,Product,Storage,197.88,1
2026-01-23,MAC-04,Backend,Data Services,448.71,1
2026-01-23,MAC-04,Backend,Compute,848.19,1
2026-01-23,MAC-04,Backend,Networking,259.77,1
2026-01-23,MAC-04,Backend,Storage,322.33,1
2026-01-23,MAC-04,QA,Data Services,250.27,1
2026-01-23,MAC-04,QA,Networking,90.18,1
2026-01-23,MAC-04,QA,Compute,378.08,1
2026-01-23,MAC-04,QA,Storage,211.92,1
2026-01-23,MAC-05,Compliance,Data Services,335.69,1
2026-01-23,MAC-05,Compliance,Networking,169.64,1
2026-01-23,MAC-05,Compliance,Storage,252.62,1
2026-01-23,MAC-05,Compliance,Compute,387.34,1
2026-01-23,MAC-05,Security,Storage,233.8,1
2026-01-23,MAC-05,Security,Networking,272.44,1
2026-01-23,MAC-05,Security,Data Services,317.17,1
2026-01-23,MAC-05,Security,Compute,696.06,1
2026-01-23,MAC-06,CloudOps,Networking,339.91,1
2026-01-23,MAC-06,CloudOps,Data Services,361.2,1
2026-01-23,MAC-06,CloudOps,Compute,1340.29,1
2026-01-23,MAC-06,CloudOps,Storage,422.08,1
2026-01-23,MAC-06,Infrastructure,Storage,358.33,1
2026-01-23,MAC-06,Infrastructure,Networking,404.77,1
2026-01-23,MAC-06,Infrastructure,Compute,1480.41,1
2026-01-23,MAC-06,Infrastructure,Data Services,375.75,1
2026-01-23,MAC-07,ML,Compute,1757.03,1
2026-01-23,MAC-07,ML,Storage,571.15,1
2026-01-23,MAC-07,ML,Networking,214.36,1
2026-01-23,MAC-07,ML,Data Services,714.53,1
2026-01-23,MAC-07,Research,Networking,168.45,1
2026-01-23,MAC-07,Research,Data Services,727.49,1
2026-01-23,MAC-07,Research,Compute,846.31,1
2026-01-23,MAC-07,Research,Storage,442.58,1
2026-01-23,MAC-08,Finance,Storage,218.84,1
2026-01-23,MAC-08,Finance,Networking,117.11,1
2026-01-23,MAC-08,Finance,Compute,359.07,1
2026-01-23,MAC-08,Finance,Data Services,414.97,1
2026-01-23,MAC-08,Operations,Storage,270.33,1
2026-01-23,MAC-08,Operations,Networking,128.61,1
2026-01-23,MAC-08,Operations,Data Services,380.87,1
2026-01-23,MAC-08,Operations,Compute,476.02,1
2026-01-24,MAC-01,DevOps,Data Services,366.3,1
2026-01-24,MAC-01,DevOps,Storage,308.48,1
2026-01-24,MAC-01,DevOps,Networking,233.73,1
2026-01-24,MAC-01,DevOps,Compute,1325.03,1
2026-01-24,MAC-01,Platform,Data Services,438.84,1
2026-01-24,MAC-01,Platform,Storage,305.26,1
2026-01-24,MAC-01,Platform,Networking,242.61,1
2026-01-24,MAC-01,Platform,Compute,1021.86,1
2026-01-24,MAC-02,Analytics,Data Services,809.88,1
2026-01-24,MAC-02,Analytics,Compute,781.43,1
2026-01-24,MAC-02,Analytics,Storage,603.31,1
2026-01-24,MAC-02,Analytics,Networking,168.68,1
2026-01-24,MAC-02,DataEngineering,Networking,179.35,1
2026-01-24,MAC-02,DataEngineering,Compute,1034.41,1
2026-01-24,MAC-02,DataEngineering,Data Services,802.49,1
2026-01-24,MAC-02,DataEngineering,Storage,575.08,1
2026-01-24,MAC-03,Frontend,Compute,600.9,1
2026-01-24,MAC-03,Frontend,Networking,117.83,1
2026-01-24,MAC-03,Frontend,Data Services,183.73,1
2026-01-24,MAC-03,Frontend,Storage,138.54,1
2026-01-24,MAC-03,Product,Storage,200.58,1
2026-01-24,MAC-03,Product,Data Services,273.55,1
2026-01-24,MAC-03,Product,Networking,133.38,1
2026-01-24,MAC-03,Product,Compute,688.11,1
2026-01-24,MAC-04,Backend,Networking,217.59,1
2026-01-24,MAC-04,Backend,Storage,388.67,1
2026-01-24,MAC-04,Backend,Data Services,478.08,1
2026-01-24,MAC-04,Backend,Compute,1085.28,1
2026-01-24,MAC-04,QA,Data Services,245.49,1
2026-01-24,MAC-04,QA,Compute,447.59,1
2026-01-24,MAC-04,QA,Storage,162.3,1
2026-01-24,MAC-04,QA,Networking,87.12,1
2026-01-24,MAC-05,Compliance,Compute,321.21,1
2026-01-24,MAC-05,Compliance,Networking,179.54,1
2026-01-24,MAC-05,Compliance,Data Services,304.01,1
2026-01-24,MAC-05,Compliance,Storage,256.93,1
2026-01-24,MAC-05,Security,Compute,824.43,1
2026-01-24,MAC-05,Security,Networking,351.46,1
2026-01-24,MAC-05,Security,Storage,277.68,1
2026-01-24,MAC-05,Security,Data Services,347.9,1
2026-01-24,MAC-06,CloudOps,Data Services,444.21,1
2026-01-24,MAC-06,CloudOps,Networking,287.94,1
2026-01-24,MAC-06,CloudOps,Storage,388.29,1
2026-01-24,MAC-06,CloudOps,Compute,1162.86,1
2026-01-24,MAC-06,Infrastructure,Data Services,433.56,1
2026-01-24,MAC-06,Infrastructure,Networking,318.37,1
2026-01-24,MAC-06,Infrastructure,Storage,420.49,1
2026-01-24,MAC-06,Infrastructure,Compute,1275.44,1
2026-01-24,MAC-07,ML,Storage,584.46,1
2026-01-24,MAC-07,ML,Networking,230.23,1
2026-01-24,MAC-07,ML,Data Services,832.08,1
2026-01-24,MAC-07,ML,Compute,1468.04,1
2026-01-24,MAC-07,Research,Storage,422.24,1
2026-01-24,MAC-07,Research,Networking,206.61,1
2026-01-24,MAC-07,Research,Compute,874.72,1
2026-01-24,MAC-07,Research,Data Services,663.2,1
2026-01-24,MAC-08,Finance,Storage,214.77,1
2026-01-24,MAC-08,Finance,Compute,267.29,1
2026-01-24,MAC-08,Finance,Data Services,433.82,1
2026-01-24,MAC-08,Finance,Networking,104.86,1
2026-01-24,MAC-08,Operations,Data Services,385.69,1
2026-01-24,MAC-08,Operations,Networking,124.1,1
2026-01-24,MAC-08,Operations,Storage,329.37,1
2026-01-24,MAC-08,Operations,Compute,515.51,1
2026-01-25,MAC-01,DevOps,Networking,217.96,1
2026-01-25,MAC-01,DevOps,Compute,1105.59,1
2026-01-25,MAC-01,DevOps,Data Services,395.39,1
2026-01-25,MAC-01,DevOps,Storage,337.49,1
2026-01-25,MAC-01,Platform,Storage,322.73,1
2026-01-25,MAC-01,Platform,Networking,273.37,1
2026-01-25,MAC-01,Platform,Data Services,401.57,1
2026-01-25,MAC-01,Platform,Compute,1278.06,1
2026-01-25,MAC-02,Analytics,Storage,526.97,1
2026-01-25,MAC-02,Analytics,Networking,150.24,1
2026-01-25,MAC-02,Analytics,Data Services,963.81,1
2026-01-25,MAC-02,Analytics,Compute,1001.67,1
2026-01-25,MAC-02,DataEngineering,Data Services,864.15,1
2026-01-25,MAC-02,DataEngineering,Compute,1004.36,1
2026-01-25,MAC-02,DataEngineering,Networking,207.26,1
2026-01-25,MAC-02,DataEngineering,Storage,707.42,1
2026-01-25,MAC-03,Frontend,Storage,159.91,1
2026-01-25,MAC-03,Frontend,Networking,113.89,1
2026-01-25,MAC-03,Frontend,Compute,537.54,1
2026-01-25,MAC-03,Frontend,Data Services,198.76,1
2026-01-25,MAC-03,Product,Storage,178.42,1
2026-01-25,MAC-03,Product,Compute,582.12,1
2026-01-25,MAC-03,Product,Data Services,338.51,1
2026-01-25,MAC-03,Product,Networking,108.0,1
2026-01-25,MAC-04,Backend,Data Services,472.87,1
2026-01-25,MAC-04,Backend,Storage,414.02,1
2026-01-25,MAC-04,Backend,Compute,945.45,1
2026-01-25,MAC-04,Backend,Networking,200.24,1
2026-01-25,MAC-04,QA,Storage,191.35,1
2026-01-25,MAC-04,QA,Networking,83.73,1
2026-01-25,MAC-04,QA,Compute,371.82,1
2026-01-25,MAC-04,QA,Data Services,287.73,1
2026-01-25,MAC-05,Compliance,Compute,396.01,1
2026-01-25,MAC-05,Compliance,Storage,215.33,1
2026-01-25,MAC-05,Compliance,Data Services,343.45,1
2026-01-25,MAC-05,Compliance,Networking,177.14,1
2026-01-25,MAC-05,Security,Networking,328.12,1
2026-01-25,MAC-05,Security,Storage,291.44,1
2026-01-25,MAC-05,Security,Compute,683.93,1
2026-01-25,MAC-05,Security,Data Services,388.56,1
2026-01-25,MAC-06,CloudOps,Storage,391.16,1
2026-01-25,MAC-06,CloudOps,Networking,364.75,1
2026-01-25,MAC-06,CloudOps,Compute,1489.64,1
2026-01-25,MAC-06,CloudOps,Data Services,396.72,1
2026-01-25,MAC-06,Infrastructure,Storage,440.93,1
2026-01-25,MAC-06,Infrastructure,Networking,384.62,1
2026-01-25,MAC-06,Infrastructure,Compute,1680.71,1
2026-01-25,MAC-06,Infrastructure,Data Services,475.56,1
2026-01-25,MAC-07,ML,Storage,464.88,1
2026-01-25,MAC-07,ML,Compute,1747.78,1
2026-01-25,MAC-07,ML,Data Services,676.8,1
2026-01-25,MAC-07,ML,Networking,181.7,1
2026-01-25,MAC-07,Research,Data Services,704.73,1
2026-01-25,MAC-07,Research,Compute,801.3,1
2026-01-25,MAC-07,Research,Storage,499.86,1
2026-01-25,MAC-07,Research,Networking,200.82,1
2026-01-25,MAC-08,Finance,Data Services,429.21,1
2026-01-25,MAC-08,Finance,Networking,93.54,1
2026-01-25,MAC-08,Finance,Compute,305.34,1
2026-01-25,MAC-08,Finance,Storage,201.46,1
2026-01-25,MAC-08,Operations,Compute,458.08,1
2026-01-25,MAC-08,Operations,Storage,338.37,1
2026-01-25,MAC-08,Operations,Data Services,396.75,1
2026-01-25,MAC-08,Operations,Networking,146.35,1
2026-01-26,MAC-01,DevOps,Compute,1295.41,1
2026-01-26,MAC-01,DevOps,Networking,234.22,1
2026-01-26,MAC-01,DevOps,Data Services,414.77,1
2026-01-26,MAC-01,DevOps,Storage,324.05,1
2026-01-26,MAC-01,Platform,Storage,318.55,1
2026-01-26,MAC-01,Platform,Networking,283.43,1
2026-01-26,MAC-01,Platform,Data Services,432.56,1
2026-01-26,MAC-01,Platform,Compute,1161.81,1
2026-01-26,MAC-02,Analytics,Storage,512.43,1
2026-01-26,MAC-02,Analytics,Data Services,761.82,1
2026-01-26,MAC-02,Analytics,Compute,945.12,1
2026-01-26,MAC-02,Analytics,Networking,163.76,1
2026-01-26,MAC-02,DataEngineering,Networking,198.65,1
2026-01-26,MAC-02,DataEngineering,Storage,656.58,1
2026-01-26,MAC-02,DataEngineering,Compute,978.45,1
2026-01-26,MAC-02,DataEngineering,Data Services,910.74,1
2026-01-26,MAC-03,Frontend,Networking,106.21,1
2026-01-26,MAC-03,Frontend,Storage,174.3,1
2026-01-26,MAC-03,Frontend,Compute,467.21,1
2026-01-26,MAC-03,Frontend,Data Services,238.18,1
2026-01-26,MAC-03,Product,Data Services,315.01,1
2026-01-26,MAC-03,Product,Networking,138.95,1
2026-01-26,MAC-03,Product,Compute,625.46,1
2026-01-26,MAC-03,Product,Storage,187.29,1
2026-01-26,MAC-04,Backend,Storage,340.51,1
2026-01-26,MAC-04,Backend,Compute,969.61,1
2026-01-26,MAC-04,Backend,Networking,215.88,1
2026-01-26,MAC-04,Backend,Data Services,549.35,1
2026-01-26,MAC-04,QA,Networking,81.83,1
2026-01-26,MAC-04,QA,Data Services,299.51,1
2026-01-26,MAC-04,QA,Compute,463.21,1
2026-01-26,MAC-04,QA,Storage,207.71,1
2026-01-26,MAC-05,Compliance,Data Services,318.53,1
2026-01-26,MAC-05,Compliance,Storage,218.64,1
2026-01-26,MAC-05,Compliance,Networking,155.07,1
2026-01-26,MAC-05,Compliance,Compute,352.71,1
2026-01-26,MAC-05,Security,Networking,360.94,1
2026-01-26,MAC-05,Security,Storage,249.06,1
2026-01-26,MAC-05,Security,Compute,813.56,1
2026-01-26,MAC-05,Security,Data Services,408.24,1
2026-01-26,MAC-06,CloudOps,Networking,294.2,1
2026-01-26,MAC-06,CloudOps,Data Services,431.71,1
2026-01-26,MAC-06,CloudOps,Compute,1176.8,1
2026-01-26,MAC-06,CloudOps,Storage,414.03,1
2026-01-26,MAC-06,Infrastructure,Compute,1293.44,1
2026-01-26,MAC-06,Infrastructure,Storage,388.15,1
2026-01-26,MAC-06,Infrastructure,Networking,348.7,1
2026-01-26,MAC-06,Infrastructure,Data Services,424.64,1
2026-01-26,MAC-07,ML,Data Services,679.79,1
2026-01-26,MAC-07,ML,Storage,570.04,1
2026-01-26,MAC-07,ML,Compute,1869.43,1
2026-01-26,MAC-07,ML,Networking,218.91,1
2026-01-26,MAC-07,Research,Storage,454.34,1
2026-01-26,MAC-07,Research,Networking,178.44,1
2026-01-26,MAC-07,Research,Data Services,733.42,1
2026-01-26,MAC-07,Research,Compute,725.58,1
2026-01-26,MAC-08,Finance,Compute,291.47,1
2026-01-26,MAC-08,Finance,Networking,101.84,1
2026-01-26,MAC-08,Finance,Data Services,494.83,1
2026-01-26,MAC-08,Finance,Storage,199.84,1
2026-01-26,MAC-08,Operations,Storage,277.08,1
2026-01-26,MAC-08,Operations,Compute,505.17,1
2026-01-26,MAC-08,Operations,Data Services,363.07,1
2026-01-26,MAC-08,Operations,Networking,130.53,1
2026-01-27,MAC-01,DevOps,Storage,326.55,1
2026-01-27,MAC-01,DevOps,Compute,1080.4,1
2026-01-27,MAC-01,DevOps,Data Services,473.69,1
2026-01-27,MAC-01,DevOps,Networking,192.37,1
2026-01-27,MAC-01,Platform,Storage,251.89,1
2026-01-27,MAC-01,Platform,Compute,1261.65,1
2026-01-27,MAC-01,Platform,Networking,228.21,1
2026-01-27,MAC-01,Platform,Data Services,415.06,1
2026-01-27,MAC-02,Analytics,Storage,523.26,1
2026-01-27,MAC-02,Analytics,Compute,897.88,1
2026-01-27,MAC-02,Analytics,Data Services,817.51,1
2026-01-27,MAC-02,Analytics,Networking,157.75,1
2026-01-27,MAC-02,DataEngineering,Compute,897.99,1
2026-01-27,MAC-02,DataEngineering,Data Services,809.25,1
2026-01-27,MAC-02,DataEngineering,Networking,199.81,1
2026-01-27,MAC-02,DataEngineering,Storage,596.28,1
2026-01-27,MAC-03,Frontend,Networking,104.21,1
2026-01-27,MAC-03,Frontend,Storage,174.92,1
2026-01-27,MAC-03,Frontend,Compute,456.17,1
2026-01-27,MAC-03,Frontend,Data Services,202.26,1
2026-01-27,MAC-03,Product,Storage,213.72,1
2026-01-27,MAC-03,Product,Compute,542.7,1
2026-01-27,MAC-03,Product,Data Services,332.31,1
2026-01-27,MAC-03,Product,Networking,143.49,1
2026-01-27,MAC-04,Backend,Networking,239.86,1
2026-01-27,MAC-04,Backend,Storage,359.19,1
2026-01-27,MAC-04,Backend,Data Services,573.03,1
2026-01-27,MAC-04,Backend,Compute,931.66,1
2026-01-27,MAC-04,QA,Networking,90.59,1
2026-01-27,MAC-04,QA,Storage,178.0,1
2026-01-27,MAC-04,QA,Data Services,242.36,1
2026-01-27,MAC-04,QA,Compute,361.9,1
2026-01-27,MAC-05,Compliance,Storage,223.94,1
2026-01-27,MAC-05,Compliance,Networking,176.23,1
2026-01-27,MAC-05,Compliance,Compute,419.7,1
2026-01-27,MAC-05,Compliance,Data Services,345.03,1
2026-01-27,MAC-05,Security,Data Services,356.08,1
2026-01-27,MAC-05,Security,Compute,747.47,1
2026-01-27,MAC-05,Security,Storage,287.67,1
2026-01-27,MAC-05,Security,Networking,340.55,1
2026-01-27,MAC-06,CloudOps,Compute,1469.79,1
2026-01-27,MAC-06,CloudOps,Data Services,468.1,1
2026-01-27,MAC-06,CloudOps,Networking,365.96,1
2026-01-27,MAC-06,CloudOps,Storage,449.23,1
2026-01-27,MAC-06,Infrastructure,Storage,437.76,1
2026-01-27,MAC-06,Infrastructure,Networking,398.61,1
2026-01-27,MAC-06,Infrastructure,Compute,1397.55,1
2026-01-27,MAC-06,Infrastructure,Data Services,379.82,1
2026-01-27,MAC-07,ML,Storage,488.02,1
2026-01-27,MAC-07,ML,Data Services,707.48,1
2026-01-27,MAC-07,ML,Compute,1533.77,1
2026-01-27,MAC-07,ML,Networking,213.37,1
2026-01-27,MAC-07,Research,Storage,465.86,1
2026-01-27,MAC-07,Research,Data Services,593.55,1
2026-01-27,MAC-07,Research,Networking,192.26,1
2026-01-27,MAC-07,Research,Compute,732.22,1
2026-01-27,MAC-08,Finance,Networking,110.83,1
2026-01-27,MAC-08,Finance,Compute,276.98,1
2026-01-27,MAC-08,Finance,Data Services,505.44,1
2026-01-27,MAC-08,Finance,Storage,201.84,1
2026-01-27,MAC-08,Operations,Networking,131.76,1
2026-01-27,MAC-08,Operations,Data Services,358.51,1
2026-01-27,MAC-08,Operations,Compute,480.85,1
2026-01-27,MAC-08,Operations,Storage,337.87,1
2026-01-28,MAC-01,DevOps,Storage,292.4,1
2026-01-28,MAC-01,DevOps,Compute,1441.58,1
2026-01-28,MAC-01,DevOps,Data Services,425.32,1
2026-01-28,MAC-01,DevOps,Networking,193.58,1
2026-01-28,MAC-01,Platform,Data Services,436.08,1
2026-01-28,MAC-01,Platform,Storage,262.98,1
2026-01-28,MAC-01,Platform,Compute,1004.49,1
2026-01-28,MAC-01,Platform,Networking,271.46,1
2026-01-28,MAC-02,Analytics,Storage,555.7,1
2026-01-28,MAC-02,Analytics,Compute,871.43,1
2026-01-28,MAC-02,Analytics,Data Services,813.78,1
2026-01-28,MAC-02,Analytics,Networking,176.0,1
2026-01-28,MAC-02,DataEngineering,Storage,651.33,1
2026-01-28,MAC-02,DataEngineering,Compute,922.39,1
2026-01-28,MAC-02,DataEngineering,Networking,210.32,1
2026-01-28,MAC-02,DataEngineering,Data Services,866.44,1
2026-01-28,MAC-03,Frontend,Data Services,200.28,1
2026-01-28,MAC-03,Frontend,Compute,476.59,1
2026-01-28,MAC-03,Frontend,Storage,137.03,1
2026-01-28,MAC-03,Frontend,Networking,102.93,1
2026-01-28,MAC-03,Product,Storage,216.52,1
2026-01-28,MAC-03,Product,Compute,559.31,1
2026-01-28,MAC-03,Product,Data Services,286.21,1
2026-01-28,MAC-03,Product,Networking,130.5,1
2026-01-28,MAC-04,Backend,Storage,405.96,1
2026-01-28,MAC-04,Backend,Networking,246.19,1
2026-01-28,MAC-04,Backend,Compute,905.98,1
2026-01-28,MAC-04,Backend,Data Services,603.63,1
2026-01-28,MAC-04,QA,Networking,102.17,1
2026-01-28,MAC-04,QA,Data Services,279.18,1
2026-01-28,MAC-04,QA,Compute,464.39,1
2026-01-28,MAC-04,QA,Storage,187.4,1
2026-01-28,MAC-05,Compliance,Compute,334.47,1
2026-01-28,MAC-05,Compliance,Networking,180.69,1
2026-01-28,MAC-05,Compliance,Data Services,330.64,1
2026-01-28,MAC-05,Compliance,Storage,226.41,1
2026-01-28,MAC-05,Security,Data Services,380.58,1
2026-01-28,MAC-05,Security,Compute,812.99,1
2026-01-28,MAC-05,Security,Storage,242.14,1
2026-01-28,MAC-05,Security,Networking,268.84,1
2026-01-28,MAC-06,CloudOps,Compute,1406.85,1
2026-01-28,MAC-06,CloudOps,Networking,368.04,1
2026-01-28,MAC-06,CloudOps,Data Services,435.51,1
2026-01-28,MAC-06,CloudOps,Storage,380.21,1
2026-01-28,MAC-06,Infrastructure,Storage,452.8,1
2026-01-28,MAC-06,Infrastructure,Compute,1580.75,1
2026-01-28,MAC-06,Infrastructure,Data Services,505.99,1
2026-01-28,MAC-06,Infrastructure,Networking,350.37,1
2026-01-28,MAC-07,ML,Storage,597.0,1
2026-01-28,MAC-07,ML,Networking,241.78,1
2026-01-28,MAC-07,ML,Compute,1750.35,1
2026-01-28,MAC-07,ML,Data Services,631.91,1
2026-01-28,MAC-07,Research,Data Services,770.37,1
2026-01-28,MAC-07,Research,Compute,915.0,1
2026-01-28,MAC-07,Research,Networking,174.61,1
2026-01-28,MAC-07,Research,Storage,512.35,1
2026-01-28,MAC-08,Finance,Storage,179.33,1
2026-01-28,MAC-08,Finance,Networking,97.07,1
2026-01-28,MAC-08,Finance,Data Services,520.37,1
2026-01-28,MAC-08,Finance,Compute,331.51,1
2026-01-28,MAC-08,Operations,Compute,474.26,1
2026-01-28,MAC-08,Operations,Storage,288.38,1
2026-01-28,MAC-08,Operations,Networking,137.12,1
2026-01-28,MAC-08,Operations,Data Services,406.31,1
2026-01-29,MAC-01,DevOps,Storage,296.18,1
2026-01-29,MAC-01,DevOps,Networking,202.95,1
2026-01-29,MAC-01,DevOps,Compute,1310.18,1
2026-01-29,MAC-01,DevOps,Data Services,447.43,1
2026-01-29,MAC-01,Platform,Storage,336.68,1
2026-01-29,MAC-01,Platform,Data Services,434.87,1
2026-01-29,MAC-01,Platform,Compute,1334.26,1
2026-01-29,MAC-01,Platform,Networking,241.39,1
2026-01-29,MAC-02,Analytics,Compute,1019.29,1
2026-01-29,MAC-02,Analytics,Networking,168.29,1
2026-01-29,MAC-02,Analytics,Data Services,768.2,1
2026-01-29,MAC-02,Analytics,Storage,525.61,1
2026-01-29,MAC-02,DataEngineering,Storage,551.73,1
2026-01-29,MAC-02,DataEngineering,Networking,201.34,1
2026-01-29,MAC-02,DataEngineering,Compute,909.71,1
2026-01-29,MAC-02,DataEngineering,Data Services,863.51,1
2026-01-29,MAC-03,Frontend,Storage,167.73,1
2026-01-29,MAC-03,Frontend,Compute,562.65,1
2026-01-29,MAC-03,Frontend,Networking,106.35,1
2026-01-29,MAC-03,Frontend,Data Services,188.48,1
2026-01-29,MAC-03,Product,Data Services,299.87,1
2026-01-29,MAC-03,Product,Networking,142.39,1
2026-01-29,MAC-03,Product,Compute,707.96,1
2026-01-29,MAC-03,Product,Storage,219.68,1
2026-01-29,MAC-04,Backend,Storage,407.51,1
2026-01-29,MAC-04,Backend,Networking,209.67,1
2026-01-29,MAC-04,Backend,Compute,852.97,1
2026-01-29,MAC-04,Backend,Data Services,602.62,1
2026-01-29,MAC-04,QA,Data Services,230.33,1
2026-01-29,MAC-04,QA,Compute,406.26,1
2026-01-29,MAC-04,QA,Storage,184.94,1
2026-01-29,MAC-04,QA,Networking,107.38,1
2026-01-29,MAC-05,Compliance,Data Services,324.38,1
2026-01-29,MAC-05,Compliance,Networking,152.88,1
2026-01-29,MAC-05,Compliance,Compute,353.63,1
2026-01-29,MAC-05,Compliance,Storage,231.75,1
2026-01-29,MAC-05,Security,Data Services,386.58,1
2026-01-29,MAC-05,Security,Networking,282.24,1
2026-01-29,MAC-05,Security,Compute,719.23,1
2026-01-29,MAC-05,Security,Storage,263.16,1
2026-01-29,MAC-06,CloudOps,Data Services,475.41,1
2026-01-29,MAC-06,CloudOps,Networking,384.99,1
2026-01-29,MAC-06,CloudOps,Storage,394.73,1
2026-01-29,MAC-06,CloudOps,Compute,1463.49,1
2026-01-29,MAC-06,Infrastructure,Data Services,402.82,1
2026-01-29,MAC-06,Infrastructure,Networking,335.97,1
2026-01-29,MAC-06,Infrastructure,Compute,1650.67,1
2026-01-29,MAC-06,Infrastructure,Storage,480.38,1
2026-01-29,MAC-07,ML,Storage,452.6,1
2026-01-29,MAC-07,ML,Networking,223.44,1
2026-01-29,MAC-07,ML,Compute,1658.28,1
2026-01-29,MAC-07,ML,Data Services,629.86,1
2026-01-29,MAC-07,Research,Storage,518.76,1
2026-01-29,MAC-07,Research,Networking,214.1,1
2026-01-29,MAC-07,Research,Compute,907.96,1
2026-01-29,MAC-07,Research,Data Services,649.93,1
2026-01-29,MAC-08,Finance,Compute,297.47,1
2026-01-29,MAC-08,Finance,Networking,110.01,1
2026-01-29,MAC-08,Finance,Data Services,419.05,1
2026-01-29,MAC-08,Finance,Storage,193.9,1
